A0,A1,A2,A3,A4,A5,A6
37172,镇江市港龙石化港务有限责任公司,交通行政许可申请许可决定书,ZJ321100202107220006,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:43:34向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 09:45:00至2021-07-23 11:00:00时间内作业。",镇江市交通运输局,2021/7/22
37147,南京鲁旭汽车运输有限公司,关于车辆许可决定书,宁11345070,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
37136,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007786,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
37137,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012735,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
37139,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012719,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
37133,溧阳市臻兴玻璃科技有限公司,关于车辆许可决定书,常320481011324,道路运输车辆道运证配发,溧阳市交通运输局,2021/7/22
37134,连云港恒伟物流有限公司,关于车辆许可决定书,连320703310829,道路运输车辆道运证配发,连云运输管理所,2021/7/22
37135,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007785,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
37140,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012720,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
37144,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055285,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
37145,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055286,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
37146,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055287,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
37141,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012721,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
37142,江苏宏之顺物流有限公司,关于车辆许可决定书,宁13409227,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
37143,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055284,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36954,平扬水务发展（江苏）有限公司,关于业户许可决定书,六交道许字202100285号,道路业户经营许可新增,南京市六合区运输管理所,2021/7/22
36704,南通阳鸿石化储运有限公司,交通行政许可申请许可决定书,NT320600202107220011,"南通阳鸿石化储运有限公司:你(单位)于2021-07-22 09:04:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-25 00:00:00时间内作业。",如皋市港口局,2021/7/22
36705,镇江市港龙石化港务有限责任公司,交通行政许可申请许可决定书,ZJ321100202107220010,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:54:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:10:00至2021-07-23 17:30:00时间内作业。",镇江市交通运输局,2021/7/22
36706,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220080,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 15:16:52向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:30:00至2021-07-24 22:30:00时间内作业。",南京市交通运输局,2021/7/22
36685,苏州现代货箱码头有限公司,交通行政许可申请许可决定书,SZ320500202107220011,"苏州现代货箱码头有限公司:你(单位)于2021-07-22 09:27:16向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-24 10:00:00时间内作业。",太仓市交通运输局,2021/7/22
36686,苏州盛虹纤维有限公司,交通行政许可申请许可决定书,SZ320500202107220007,"苏州盛虹纤维有限公司:你(单位)于2021-07-22 08:37:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-23 18:00:00时间内作业。",吴江区交通运输局,2021/7/22
36703,南京港股份有限公司仪征分公司,交通行政许可申请许可决定书,YZ321000202107220006,"南京港股份有限公司仪征分公司:你(单位)于2021-07-22 10:48:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 01:00:00至2021-07-24 14:00:00时间内作业。",仪征市交通运输局,2021/7/22
36858,兴化市兴东自来水有限公司,准予行政许可决定书,兴卫水许准延字〔2021]0002号,集中式供水,兴化市卫生健康委员会,2021/7/22
36868,沭阳县鼎富运输中心,关于车辆许可决定书,宿321322055254,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36869,无锡市峰日货运有限公司,关于车辆许可决定书,锡320206012741,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
36874,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012732,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
36859,兴化市新垛镇卫生院,准予行政许可决定书,兴卫放许准字〔2021]0004号,X射线影像诊断,兴化市卫生健康委员会,2021/7/22
36866,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055296,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36867,沭阳县鼎富运输中心,关于车辆许可决定书,宿321322055253,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36684,中国石化集团南京化学工业有限公司,交通行政许可申请许可决定书,NJ320100202107220002,"中国石化集团南京化学工业有限公司:你(单位)于2021-07-22 08:31:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 09:00:00至2021-07-25 10:00:00时间内作业。",南京市交通运输局,2021/7/22
36666,常州市红岩运输有限公司,关于车辆许可决定书,常320401423701,道路运输车辆道运证配发,常州市交通运输局,2021/7/22
36667,淮安市恒安天然气运输有限公司,关于车辆许可决定书,淮320803019144,道路运输车辆道运证配发,淮安区运输管理处,2021/7/22
36668,无锡鑫聚鑫冷链运输有限公司,关于车辆许可决定书,锡320200024394,道路运输车辆道运证配发,无锡市交通运输局,2021/7/22
36660,南京宁彤物流有限公司,关于车辆许可决定书,宁11345060,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
36664,常州鹏悦物流有限公司,关于车辆许可决定书,常320401423699,道路运输车辆道运证配发,常州市交通运输局,2021/7/22
36665,江阴市暨阳运输有限公司,关于车辆许可决定书,锡320281011855,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
36669,山东及时雨汽车科技有限公司江阴分公司,关于车辆许可决定书,锡29500677,预约出租客运,江阴市交通运输局,2021/7/22
36681,南京宁彤物流有限公司,关于车辆许可决定书,宁11345064,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
36682,南京宁彤物流有限公司,关于车辆许可决定书,宁11345054,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
36683,南京炼油厂有限责任公司,交通行政许可申请许可决定书,NJ320100202107220060,"南京炼油厂有限责任公司:你(单位)于2021-07-22 11:37:29向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:00:00至2021-07-24 00:00:00时间内作业。",南京市交通运输局,2021/7/22
36676,徐州徐牛养殖科技发展有限公司,关于徐州徐牛养殖科技发展有限公司奶牛养殖项目环境影响报告书的审批意见,徐铜环项表〔2021〕5号,徐州徐牛养殖科技发展有限公司奶牛养殖项目,徐州市铜山区环境保护局,2021/7/22
